[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-02 08:38:12] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-02 08:38:12] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-02 08:38:12] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-02 08:38:14] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691\
[2024-12-02 08:38:14] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/portfolio/
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js?simply_static_page=1744
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 4310 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72321e973-9qGuDd.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:14] [class-ss-page.php:119] Checking Content Identical:81069671b1baa37721f08a010f5bbf1ad3d2156a===. Value: FALSE
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-12-02 08:39:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 670
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72322d2e0-z7WV5J.tmp
[2024-12-02 08:39:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=1745
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=1745
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 7526 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72322d2e0-z7WV5J.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:14] [class-ss-page.php:119] Checking Content Identical:853f98a3b45637cc6cfa326e088808242398a7d9===. Value: FALSE
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/new-template.js
[2024-12-02 08:39:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 670
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72323ba45-xSZmsm.tmp
[2024-12-02 08:39:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=1746
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=1746
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 15780 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.js
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72323ba45-xSZmsm.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/new-template.js
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:14] [class-ss-page.php:119] Checking Content Identical:9705484fbef089ebb4f14941e89cfa7a8269767a===. Value: FALSE
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-12-02 08:39:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 670
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72324d21f-W3hrZY.tmp
[2024-12-02 08:39:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=1747
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=1747
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 6830 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72324d21f-W3hrZY.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:14] [class-ss-page.php:119] Checking Content Identical:e29bbfaf6fe51db7f04a3aecc7050c01dc48def8===. Value: FALSE
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/notes.js
[2024-12-02 08:39:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 670
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723265cc7-AHGUJD.tmp
[2024-12-02 08:39:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=1748
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=1748
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 26323 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.js
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d723265cc7-AHGUJD.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/notes.js
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:14] [class-ss-page.php:119] Checking Content Identical:8d2989a707268838b61fac083b4b326876dc3dba===. Value: FALSE
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-12-02 08:39:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 670
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72327a1ba-PW8MZj.tmp
[2024-12-02 08:39:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=1749
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=1749
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 9853 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.min.js
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72327a1ba-PW8MZj.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:14] [class-ss-page.php:119] Checking Content Identical:144e70fa6928753b53b2196421f58832bced6b25===. Value: FALSE
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-12-02 08:39:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 670
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72328ba87-wz0Wko.tmp
[2024-12-02 08:39:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js?simply_static_page=1750
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js?simply_static_page=1750
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 60699 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72328ba87-wz0Wko.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:14] [class-ss-page.php:119] Checking Content Identical:1c30bfb6a119593b41e7ad771614ed10155b7a52===. Value: FALSE
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-12-02 08:39:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 670
[2024-12-02 08:39:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7232e3c57-YaJtkY.tmp
[2024-12-02 08:39:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js?simply_static_page=1751
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js?simply_static_page=1751
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:103] Filesize: 137739 bytes
[2024-12-02 08:39:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7232e3c57-YaJtkY.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:15] [class-ss-page.php:119] Checking Content Identical:d3b93e4935b76d0a2794dbb03aba678db4eb2144===. Value: FALSE
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72330fda6-8igRUB.tmp
[2024-12-02 08:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=1753
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=1753
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:103] Filesize: 2950 bytes
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72330fda6-8igRUB.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:15] [class-ss-page.php:119] Checking Content Identical:f4ebe8df3271ac7eccb592395fc6fa542fff714d===. Value: FALSE
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723327f4a-FDqv7v.tmp
[2024-12-02 08:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=1754
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=1754
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:103] Filesize: 1449 bytes
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d723327f4a-FDqv7v.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:15] [class-ss-page.php:119] Checking Content Identical:dd0fabb17790998f8e06fd005b61a20f51122f29===. Value: FALSE
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7233367f8-rfot0T.tmp
[2024-12-02 08:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=1755
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=1755
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:103] Filesize: 2132 bytes
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7233367f8-rfot0T.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:15] [class-ss-page.php:119] Checking Content Identical:8b22244f2a4bfbe4191605fc9b2b7e41cfa8651a===. Value: FALSE
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723342fa5-MovDvg.tmp
[2024-12-02 08:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js?simply_static_page=1756
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js?simply_static_page=1756
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d723342fa5-MovDvg.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:15] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.asset.php
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.asset.php
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723349b63-8zZZYO.tmp
[2024-12-02 08:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js?simply_static_page=1758
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js?simply_static_page=1758
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:103] Filesize: 23385 bytes
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d723349b63-8zZZYO.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:15] [class-ss-page.php:119] Checking Content Identical:7bf43dfab1a37dfd6e4b96306b8c69504f3d55a9===. Value: FALSE
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js.LICENSE.txt
[2024-12-02 08:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 670
[2024-12-02 08:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72335e8be-ejNgP1.tmp
[2024-12-02 08:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js.LICENSE.txt?simply_static_page=1759
